org_id,icpc_id,displayName,fullName,country,url,longitude,latitude,twitter_hashtag,twitter_account,
8830,8830,IMMCS of Southern FU,"Southern Federal University (IMMCS, Rostov-on-Don)",RUS,http://www.mmcs.sfedu.ru,105.318756,61.52401,,
8914,8914,Financial U,Financial University Under the Government of Russian Federation,RUS,http://www.fa.ru/en,37.526653,55.800934,,
9606,9606,SPb HSE,St. Petersburg Campus of HSE University,RUS,https://spb.hse.ru/en/,30.225332,59.938972,"#HSESPb",HSE_SPb_total
9789,9789,ATSU,Akaki Tsereteli State University,GEO,http://atsu.edu.ge,-82.90712,32.157436,,
9794,9794,AzSUE-UNEC,Azerbaijan State University of Economics - UNEC,AZE,https://unec.edu.az/en/,49.832058,40.367702,,
9809,9809,BSU,Baku State University,AZE,http://bsu.edu.az/,49.811466,40.374554,,
9857,9857,Kyrgyz STU,Kyrgyz State Technical University,KGZ,https://kstu.kg,74.58779,42.84511,,
9864,9864,Dushanbe MSU,Dushanbe branch of Lomonosov Moscow State University,TJK,www.msu.tj,68.79006,38.579243,,
9865,9865,Russian-Tajik Slavonic U,Russian-Tajik Slavonic University,TJK,http://www.rtsu.tj/en,68.79336,38.574654,,
9867,9867,TajNU,Tajik National University,TJK,http://www.tnu.tj/,68.77288,38.589077,,
9885,9885,Kyrgyz-German InAI,Kyrgyz-German Institute for Applied Informatics,KGZ,https://inai.kg/en,74.7661,41.20438,,
10369,10369,AUPET,Almaty University of Power Engineering and Telecommunications,KAZ,https://energo.university/eng/,76.931114,43.234505,,
10615,10615,SPb SUITD,St. Petersburg State University of Industrial Technologies and Design,RUS,http://sutd.ru/en,30.314148,59.934715,"#SUTD",SutdNews
10637,10637,AITU,Astana IT University,KAZ,https://astanait.edu.kz/en,71.418144,51.090687,"#AstanaItUniversity",
10639,10639,NUACA,National University of Architecture and Construction of Armenia,ARM,https://nuaca.am,44.523186,40.19106,,
11063,11063,UCA,University of Central Asia,KGZ,http://ucentralasia.org,74.5966,42.872696,,
11071,11071,TTU,Tajik Technical University named after academic M.S.Osimi,TJK,https://web.ttu.tj/en,71.27609,38.861034,,
11128,11128,NCFU,North Caucasus Federal University,RUS,http://eng.ncfu.ru/home/,105.318756,61.52401,,
14047,14047,MSA,Military Space Academy,RUS,https://vka.mil.ru/,30.286135,59.95587,,
14415,14415,TSI AUCA,Technical School of Innovation AUCA,KGZ,https://tsiauca.kg,74.7661,41.20438,,
14842,14842,MTUCI,Moscow Technical University of Communications and Informatics,RUS,https://mtuci.ru,37.48234,55.78415,,
14937,14937,UFAZ,French-Azerbaijani University,AZE,https://ufaz.az,49.85168,40.37666,,
15135,15135,IIAU,International Islamic Academy of Uzbekistan,UZB,http://iiau.uz,69.257996,41.32364,,
15201,15201,KIU,Kutaisi International University,GEO,www.kiu.edu.ge,42.713528,42.211216,KutaisiU,KutaisiU
20184,20184,NewUU,New Uzbekistan University,UZB,https://newuu.uz,69.29547,41.316055,,
20287,20287,TUIT,Tashkent University of Information Technologies,UZB,https://tuit.uz/en,69.28673,41.34093,,
24740,24740,CAU,Central Asian University,UZB,https://centralasian.uz,69.427704,41.327877,,
25167,25167,Amur SU,Amur State University,RUS,https://www.amursu.ru,127.51017,50.298523,,
25172,25172,Ufa UST,Ufa University of Science and Technology,RUS,https://study.uust.ru,55.957855,54.73479,,
25208,25208,Kostanay RU,Akhmet Baitursynuly Kostanay Regional University,KAZ,https://ksu.edu.kz,63.62789,53.214207,,
25895,25895,CentralU,Central University,RUS,https://centraluniversity.ru/,105.318756,61.52401,,
26036,26036,Karabakh U,Karabakh University,AZE,https://karabakh.edu.az,46.762005,39.82491,,
26072,26072,Amity U Tashkent,Amity University in Tashkent,UZB,https://amity.uz,69.26453,41.332497,,
26091,26091,WUT,Webster University in Tashkent,UZB,https://www.webster.uz/index.php,69.261375,41.32034,,
26185,26185,CEPU named after Fevzi Yakubov,Crimean Engineering-Pedagogical University named after Fevzi Yakubov,RUS,https://kipu-rc.ru,105.318756,61.52401,,
26225,26225,Singularity Hub,Singularity Hub,RUS,https://singularity.academy/organization,47.248066,56.134323,,
26498,26498,IUHD,International University for the Humanities and Development,TKM,https://iuhd.edu.tm,,,,
26499,26499,ETU Turkmenistan,Oguz Han Engineering and Technology University of Turkmenistan,TKM,https://etut.edu.tm,,,,
26502,26502,ITI Turkmenistan,Institute of Telecommunications and Informatics of Turkmenistan,TKM,https://itit.edu.tm/,,,,
26505,26505,IUGU,Yagshygeldi Kakayev International Oil and Gas University,TKM,https://iogu.edu.tm,,,,
26534,26534,Cardiff U Kazakhstan,Cardiff University Kazakhstan,KAZ,https://www.cardiff.ac.uk/kazakhstan,71.398735,51.127,,
26562,26562,Fergana STU,Fergana State Technical University,UZB,https://fstu.uz,,,,
26612,26612,WSUK,Woosong University Kazakhstan,KAZ,http://wsuk.wsu.ac.kr,,,,
26614,26614,TUHS,Tashkent University of Human Sciences,UZB,https://tgfu.uz/en,,,,
26696,26696,Dushanbe II,Dushanbe Innovation Institute,TJK,https://dii.tj,,,,
